"RACE_ID","RACE_DATE","RACE_COURSE","COURSE","WEATHER","TRACK","DISTANCE","PRIZE1","HORSE_NAME","FRAME","NUM","GENDER","AGE","CNT","RANK_1","RANK_2","RANK_3","RANK_4","RANK_5","RACE_COURSE_CNT","RACE_COURSE_RANK_1","RACE_COURSE_RANK_2","RACE_COURSE_RANK_3","RACE_COURSE_RANK_4","RACE_COURSE_RANK_5","COURSE_CNT","COURSE_RANK_1","COURSE_RANK_2","COURSE_RANK_3","COURSE_RANK_4","COURSE_RANK_5","DISTANCE_CNT","DISTANCE_RANK_1","DISTANCE_RANK_2","DISTANCE_RANK_3","DISTANCE_RANK_4","DISTANCE_RANK_5","STD_DEV","RACE_TIME","AVG_RACE_TIME","RANK","POPULARITY","ODDS"
"1703030106",2017/11/03,"17","2",1,2,1700,750,"リパーカッション",7,12,1,"3",14,1,3,2,2,1,0,0,0,0,0,0,11,1,2,2,1,1,11,1,2,2,1,1,49.1635579296728,109.2,109.039348370927,15,13,51.5
"1703030106",2017/11/03,"17","2",1,2,1700,750,"レコンキスタ",3,4,1,"3",11,1,3,0,2,1,3,1,2,0,0,0,11,1,3,0,2,1,11,1,3,0,2,1,64.2625769558133,106.3,109.039348370927,1,6,8.9
"1703030106",2017/11/03,"17","2",1,2,1700,750,"レッドヴェルサス",2,3,1,"4",24,2,4,5,4,2,0,0,0,0,0,0,17,2,3,3,1,2,8,0,1,2,2,0,58.0147070139621,107.5,109.039348370927,7,9,17.4
"1703030106",2017/11/03,"17","2",1,2,1700,750,"ワキノアタリ",6,11,2,"4",3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,57.4940511854745,107.6,109.039348370927,8,1,4.9
"1703030107",2017/11/03,"17","1",1,1,1200,750,"アプト",4,7,2,"3",10,1,2,0,2,2,3,0,1,0,1,1,9,1,2,0,2,2,9,1,2,0,2,1,62.3785274676421,68.7,70.4959404600812,5,4,7.7
"1703030107",2017/11/03,"17","1",1,1,1200,750,"ウィズアットレース",7,14,2,"5",20,1,3,2,0,1,6,0,0,1,0,1,19,1,3,2,0,1,20,1,3,2,0,1,62.3785274676421,68.7,70.4959404600812,7,6,11.8
"1703030107",2017/11/03,"17","1",1,1,1200,750,"ウインクルスーパー",2,3,2,"4",7,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,1,0,1,0,0,0,0,0,58.2430248462192,69.3,70.4959404600812,14,13,69.2
"1703030107",2017/11/03,"17","1",1,1,1200,750,"グリーンバシリスク",1,2,2,"4",29,1,1,3,1,5,4,1,0,1,1,0,21,1,1,2,1,3,29,1,1,3,1,5,62.3785274676421,68.7,70.4959404600812,6,8,33.8
"1703030107",2017/11/03,"17","1",1,1,1200,750,"グレンデール",5,9,1,"6",13,1,2,1,0,1,11,1,2,1,0,1,13,1,2,1,0,1,13,1,2,1,0,1,55.4860230986039,69.7,70.4959404600812,16,11,43.9
"1703030107",2017/11/03,"17","1",1,1,1200,750,"ゲンパチケンシン",6,12,1,"3",12,1,4,1,1,0,0,0,0,0,0,0,12,1,4,1,1,0,12,1,4,1,1,0,67.2032805259689,68,70.4959404600812,1,2,3.5
"1703030107",2017/11/03,"17","1",1,1,1200,750,"サトノアイリ",3,5,2,"4",19,1,1,2,1,1,6,1,0,1,0,0,15,1,0,2,1,1,18,1,1,2,1,1,58.932275283123,69.2,70.4959404600812,13,9,34.3
"1703030107",2017/11/03,"17","1",1,1,1200,750,"シエルブラン",6,11,2,"3",9,1,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,0,8,1,0,1,0,0,65.8247796521613,68.2,70.4959404600812,2,5,8.2
