"RACE_ID","RACE_DATE","RACE_COURSE","COURSE","WEATHER","TRACK","DISTANCE","PRIZE1","HORSE_NAME","FRAME","NUM","GENDER","AGE","CNT","RANK_1","RANK_2","RANK_3","RANK_4","RANK_5","AVG_STD_DEV","RACE_COURSE_CNT","RACE_COURSE_RANK_1","RACE_COURSE_RANK_2","RACE_COURSE_RANK_3","RACE_COURSE_RANK_4","RACE_COURSE_RANK_5","RACE_COURSE_AVG_STD_DEV","COURSE_CNT","COURSE_RANK_1","COURSE_RANK_2","COURSE_RANK_3","COURSE_RANK_4","COURSE_RANK_5","COURSE_AVG_STD_DEV","DISTANCE_CNT","DISTANCE_RANK_1","DISTANCE_RANK_2","DISTANCE_RANK_3","DISTANCE_RANK_4","DISTANCE_RANK_5","DISTANCE_AVG_STD_DEV","STD_DEV","RACE_TIME","AVG_RACE_TIME","RANK","POPULARITY","ODDS"
"1708050111",2017/11/03,"17","1",1,1,1400,2900,"モズスーパーフレア",3,3,2,"2",2,1,0,0,0,0,56.7144034353171,0,0,0,0,0,0,0,2,1,0,0,0,0,56.7144034353171,2,1,0,0,0,0,56.7144034353171,51.8743162934351,83.2,83.5121896162528,5,7,10.6
"1708050107",2017/11/03,"17","1",1,1,1600,700,"ドラグーンシチー",3,3,1,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4744215876944,95.9,96.624237804878,3,1,2.3
"1703030110",2017/11/03,"17","1",1,1,1800,1050,"フィアーノロマーノ",2,3,1,"3",3,1,0,0,0,0,55.0665638994348,0,0,0,0,0,0,0,3,1,0,0,0,0,55.0665638994348,3,1,0,0,0,0,55.0665638994348,63.7466919943403,107,109.972506738544,1,6,11.1
"1708050109",2017/11/03,"17","1",1,1,1800,1500,"モンドシャルナ",3,3,1,"6",31,3,3,2,5,1,54.7281286854957,11,1,1,0,3,1,56.2307576973967,29,3,3,2,5,1,54.5917949690457,27,3,1,2,5,1,55.2563437012811,60.4349510541812,107.9,110.281837160752,5,9,39
"1708050104",2017/11/03,"17","1",1,1,2000,500,"ウォーターエルピス",3,3,1,"2",1,0,0,0,0,0,16.8132069731657,1,0,0,0,0,0,16.8132069731657,1,0,0,0,0,0,16.8132069731657,1,0,0,0,0,0,16.8132069731657,47.3891656350607,124.2,123.38880952381,4,4,16.8
"1703030109",2017/11/03,"17","1",1,1,2600,1050,"セシルクラウン",3,3,1,"4",11,1,0,0,3,0,50.2544301732083,5,1,0,0,2,0,56.174779036657,10,1,0,0,3,0,51.1729374369479,7,1,0,0,3,0,53.1661105783065,59.1027195285808,159.9,162.155462184874,6,5,17
"1703030105",2017/11/03,"17","3",1,1,2750,780,"コンゴウリキ",3,3,3,"4",4,0,0,0,0,0,36.7541455287369,1,0,0,0,0,0,33.5693679440026,2,0,0,0,0,0,33.4679986894693,1,0,0,0,0,0,21.5743651456384,45.1956730755658,185.5,183.77676056338,8,10,85.4
"1703030108",2017/11/03,"17","2",1,2,1150,750,"オルノス",3,4,2,"4",12,2,3,0,0,2,51.529985444755,0,0,0,0,0,0,0,12,2,3,0,0,2,51.529985444755,8,2,3,0,0,1,54.6047402104275,58.7869130316474,69.7,70.941784989858,10,7,50.4
"1703030112",2017/11/03,"17","2",1,2,1150,750,"ラピッドライズ",4,4,2,"4",12,1,0,0,2,1,53.8173979431035,1,0,0,0,1,0,55.3978598437315,11,1,0,0,2,1,53.5321692271718,9,1,0,0,2,0,56.1655002759816,66.5705506289398,68.6,70.941784989858,2,8,26.4
"1708050101",2017/11/03,"17","2",1,1,1200,500,"ハルキストン",3,4,1,"2",5,0,1,1,2,0,48.4801657926005,1,0,0,0,1,0,57.3045302635214,5,0,1,1,2,0,48.4801657926005,5,0,1,1,2,0,48.4801657926005,45.6817079729361,74.2,73.4197752808989,5,2,3
"1708050106",2017/11/03,"17","2",1,1,1400,700,"メイショウバイタル",4,4,1,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3474711176522,87.8,86.3938536585366,4,2,4.1
"1708050112",2017/11/03,"17","2",1,1,1400,750,"アドマイヤムテキ",2,4,1,"4",12,2,3,1,1,2,55.9860637309758,4,1,1,1,0,1,57.7205405156465,12,2,3,1,1,2,55.9860637309758,10,2,3,1,1,2,58.0334979191215,54.3203099643144,85.6,86.3938536585366,8,1,2.2
